order_id,order_date,shipped_date,status,comments,customer_id
8KCCHICZMF,2022-10-22,2022-10-14,shipped,This is a great find for good deals on new and used gear. It's a no frills kinda place and there stock is a little limited but you should definitely give...,TE4R2T3Y24
5QHPIBQT1M,2022-10-06,2022-10-30,shipped,"This is a cute mom and pop ski rental shop. I take my family here. Once you are in the system, rentals are fast. The first time takes a little longer, but...",BQRWFQBAC2
M243L4252S,2022-10-04,2022-11-03,shipped,,Z15FVB5AZ7
05S96D7F53,2022-10-08,2022-11-07,shipped,,A5Z1LQDIXN
KOTXGF77T9,2022-10-21,2022-10-20,shipped,I normally drop off at their house (shop) and pick up a few days later. Great job and good price.,336QNKKPXU
L2LRELGOW3,2022-10-03,2022-11-15,shipped,,75KDXAVIX0
4EUJOTY7UX,2022-10-30,2022-10-08,shipped,The staff here seriously makes my day on every visit. Today I spent an hour running around Boulder looking for the simplest item for my skis and REI team...,F0FFCZRHRI
M3FD66DGS9,2022-10-16,2022-11-01,shipped,"Ask for Fred to fit your ski boots here, and you're gonna have a great time!   It'd been decades since I last bought new skis.   Just got a full ski...",KKVJBOFBSD
SVVKORBUU9,2022-10-02,2022-10-13,shipped,,8VVZYNRJXL
SO9TP05AC6,2022-10-21,2022-10-07,shipped,The staff here seriously makes my day on every visit. Today I spent an hour running around Boulder looking for the simplest item for my skis and REI team...,3Z59HLXYA1
VCI7G6QWNX,2022-10-15,2022-10-10,shipped,"I will admit, this place has some pretty cool gear. We were faithful to this place. The last couple times we've been in there all the employees have had...",5ZN67IIMH4
YN9W0H91VE,2022-10-20,2022-10-08,shipped,I stopped by today for a new bike helmet. I passed a couple employees and saw several standing around while I browsed and tried on different helmets. After...,IWNAAUTZG1
N9HKSXFEGW,2022-10-24,2022-10-25,shipped,"Really really good, thorough, ski boot fitting. Seriously way improved from REI or Epic. I am super happy with the skis and boots I bought here. Knocking...",7CTPASJ3IZ
WE0W0ZU6ZJ,2022-10-01,2022-10-09,shipped,,1KRU5V3L54
B3BZMMT2MX,2022-10-06,2022-11-25,shipped,"Dave was such a boss. 
Came in for a complete & he hooked it up!!!! 
Genuinely one of the nicest people we've met in Denver so far. 
Thanks Dave",LZ41AJY3Z4
IDCY92JI3Q,2022-10-18,2022-11-05,shipped,"Overall, my experience at Surefoot was good - the person who helped me out was attentive and knowledgeable, and my customizable boots have been a game...",L1LA0BFIDL
V0PJTADF7I,2022-10-21,2022-11-22,shipped,Horrible experience. I walked in to look for my buddy after leaving RAGS and could not find him. I walked around to see if there was something I could...,J8V5KWFUUE
YCWV0MG2GL,2022-10-10,2022-11-02,shipped,"Absolutely stellar customer service. I got a new snowboard last season from their website, a Nitro. Rode it 4x before I noticed there were some raised bumps...",KODO0WIY85
H3ZHUY24TG,2022-10-24,2022-10-02,shipped,Had to wait over an hour and a half to get fitted for skis. They should tell people to come at staggered times not all at once when they're available. Don't...,8XHRA8VY0K
8WJ08DVOR9,2022-10-21,2022-10-11,shipped,,M4IC2OWMQP
9WZ9EYZZ6G,2022-10-02,2022-11-27,shipped,Wow!! You guys did an amazing job on my skis. My skis have never been tuned so we'll!! Thank you!!!,Q56XAPPETE
MAB3N1KB9L,2022-10-04,2022-10-08,shipped,,HBN8O13D8M
L7SL6KVSJ3,2022-10-27,2022-11-01,shipped,Had an awesome experience today at Burton. William helped me out and was great. I'm a fairly new snowboarder and I'm sure I was asking so many basic...,YS29F765SC
G2QZP7B8PT,2022-10-08,2022-11-02,shipped,reviews,5UJQSMH9ZK
3Z69EA10P3,2022-10-13,2022-11-10,shipped,"I don''t normally write reviews for anything besides restaurants but this place needed to be recognized!

To be short and sweet by far the best in all...",HUVJ0N347Q
RMBOKXHWFM,2022-10-02,2022-11-06,shipped,,7084D3IRMY
U0X9PDAOQX,2022-10-24,2022-10-03,shipped,,XU4J4QP1JP
7TB0SJ95SM,2022-10-24,2022-11-10,shipped,My review for this place will be a mixed bag. I liked that they had what I needed but I had to search the whole store by myself to find it. I was not once...,E1RAN7JL40
Z1SR44HAI5,2022-10-07,2022-10-20,shipped,"Really really good, thorough, ski boot fitting. Seriously way improved from REI or Epic. I am super happy with the skis and boots I bought here. Knocking...",Z15FVB5AZ7
Y7AEGNE7YR,2022-10-15,2022-10-05,shipped,Walked in to get my first pair of ski boots. Tyler was awesome - incredibly knowledgeable & helpful. Took all the time and care we needed in order to get...,MRBR1VKZ6F
79BEM5LT9Z,2022-10-17,2022-10-14,shipped,"Best ski shop in the front range!
Been going here for years. Just bought new ski boots after a thorough and professional fitting by Quinn. The guy knows his...",9NPZR6930W
ZKTIZGL8GF,2022-10-09,2022-10-04,shipped,"Friendly, knowledgeable, wonderful customer service.

After the sad realization that I had somehow lost the entire toe strap on one of my snowboard bindings...",0AC1GPGLZL
J22IKA9C3D,2022-10-15,2022-10-11,shipped,"I was heading up to Breck for the weekend and needed new snow pants so I stopped into Epic on Arapahoe. I was short on time because I needed, but I came in...",SOQU6RL6JD
SACVYSMFA3,2022-10-18,2022-10-28,shipped,"Terrific owner - Ashton, and awesome ski shop in Denver.  Our kids are ski racers and this place is more comprehensive ski race inventory than any online...",M4FIS0HZMF
PEAKVBUKMJ,2022-10-27,2022-11-11,shipped,T is a true craftsman and goes out of his way to get your equipment spot on and ready for the mountains,HRB8UTA3CY
0TN1W7XY0D,2022-10-05,2022-10-24,shipped,,N672PI6O55
5OU73B017N,2022-10-01,2022-11-02,shipped,"Ask for Fred to fit your ski boots here, and you're gonna have a great time!   It'd been decades since I last bought new skis.   Just got a full ski...",AV46LD77LO
LMUIMDVUOE,2022-10-26,2022-11-12,shipped,The staff here seriously makes my day on every visit. Today I spent an hour running around Boulder looking for the simplest item for my skis and REI team...,6HH4NU3D1E
739UGCD4M6,2022-10-12,2022-11-25,shipped,Great staff and skis.  I don't know a lot about ski construction or terminology but after I explained how I ski and what I wanted to do they were able to...,N41Q5U5N92
8PW4UYKZVP,2022-10-28,2022-11-03,shipped,Came in for snowboard rentals for the next day. Jordan assisted me and was so patient and pleasant during the whole process. I needed to try multiple boots...,VN3V5DNILG
PUOF6DLFQT,2022-10-11,2022-11-27,shipped,"Really really good, thorough, ski boot fitting. Seriously way improved from REI or Epic. I am super happy with the skis and boots I bought here. Knocking...",N5GHKN5CQ9
G9IJRST309,2022-10-30,2022-10-03,shipped,"I have been coming to this shop for years, customer service reps are super attentive and nice every time we shop here. My son bought some independent trucks...",MSX1977638
KA5DDXRSJG,2022-10-16,2022-11-19,shipped,"Love this place! 
KC the owner is personable and attentive to your needs. having shopped the big ski stores on the front range this is a welcome change when...",7084D3IRMY
ARV9XMCQ2Q,2022-10-03,2022-10-03,shipped,Glad Burton opened on walnut! The customer service here is excellent. I went over the crazy holiday rush and was able to scoop some bibs and a jacket as...,GLHCG325FM
HNAFGO2MSD,2022-10-21,2022-11-11,shipped,"I recently lost the outer shells/chassis to my Apex boots and was stuck with no way to ski. I called Apex to see what my options were.

I was delighted...",1KRU5V3L54
XUGEN0W091,2022-10-28,2022-10-19,shipped,Came in here with my gf looking for some last minute gear for a skiing trip. Susie went above and beyond for us! Single handedly turned a problematic...,FEHB00UGGS
HXF05M9GET,2022-10-10,2022-11-01,shipped,Glad Burton opened on walnut! The customer service here is excellent. I went over the crazy holiday rush and was able to scoop some bibs and a jacket as...,OOC15BIEPN
MWYV7BGSKV,2022-10-12,2022-10-11,shipped,I came in here to get a whole skiing setup and the person who rang me out did a terrible job and messed it up which I thought she did so I asked the manager...,XH25PEAOLK
4TFTQ8NKT0,2022-10-29,2022-10-26,shipped,,04HO8VWR9K
MT3CPC5U71,2022-10-24,2022-10-21,shipped,"I recently lost the outer shells/chassis to my Apex boots and was stuck with no way to ski. I called Apex to see what my options were.

I was delighted...",LYT1BFTM6D
NC2R6MO3QD,2022-10-23,2022-11-08,shipped,I've rented from here three times and I'm pretty surprised to see such low ratings. I've always had a good experience here and found the staff to be well...,VBIQ7N59N4
L37SNEZRXJ,2022-10-19,2022-11-01,shipped,,KPLZRH5L6S
5NGBUWOS0I,2022-10-06,2022-10-13,shipped,,6THK94FG5B
FE51LUBDW7,2022-10-07,2022-11-08,shipped,,5ACRQC4EGV
N26GVGKSAN,2022-10-04,2022-11-02,shipped,"I'm finally able to ski!  A debilitating condition in my left foot has greatly limited a variety of athletic activities - skiing included. Recently, I had...",380UMWVAG8
O2LKB3S0KR,2022-10-03,2022-10-15,shipped,reviews,M4FIS0HZMF
Z2SN92PCRX,2022-10-12,2022-10-04,shipped,"Very impressed with evo Denver! There's street parking in front of the retail store and the rental store, in addition to a parking lot behind the store so...",7SRKAHBJ9Y
3SZ8KR1B35,2022-10-09,2022-10-08,shipped,Love the boots and with the combination of a NSP discount and the help of Eric I was able to get my boot sizing issues fixed.  The only minor issue I had...,ZN0FDZU6LF
9OU1PVNY8I,2022-10-08,2022-11-24,shipped,"UPDATE.
Thanks Justin for being proactive and taking care of your customers.  We will see you next time we are in Denver. 

ORIGINAL:
I rented snowshoes...",MWVO8S3C1F
6YRZW9UUI8,2022-10-29,2022-11-13,shipped,I've shopped at REI for years and never had any problems Ordered four items my  card was charged and the store sent me an email saying my items were ready...,04T2QGT3JB
7ID7MEB4UG,2022-10-16,2022-11-28,shipped,"Love the shop and the tour.  Have heard great things about the ski's, can't wait to pick up a pair after I move.",JOL09FJZ0T
IACLFIB3XR,2022-10-27,2022-10-04,shipped,,Q049O5G5NI
F0V0FSSOXK,2022-10-26,2022-10-06,shipped,Rory was great in fitting my new boots. Can't wait to try them out...Now we just need snow!,UDGZFBFSQ6
D2OZNMEK1T,2022-10-21,2022-10-07,shipped,"Couldn't use the pass due to the pandemic, was brushed off with boiler plate responses and they basically stole my money.",F3R9ZVEWCR
B3HT1CJVW3,2022-10-19,2022-11-07,shipped,I've been an Ikon pass holder since inception and took the option to defer last year during COVID. I got one email from Ikon in April saying my deferral...,5O4D7KZYOD
4IPIWQAFWF,2022-10-07,2022-10-22,shipped,Came in with a flat and the Man inside was super chill and took the time out of his busy day to fix it up for me when he had a ton of work to do.  For sure...,LZ41AJY3Z4
05SGENA8J1,2022-10-08,2022-10-15,shipped,"Cool enough store.  Customer service sucks.

The employees are not friendly and all they do is stand in the middle of the room flirting with eachother.",LSD5J1EL2V
Q7NOFF4IDA,2022-10-12,2022-10-06,shipped,,NTH17K59IU
YI1APKRPUV,2022-10-04,2022-10-02,shipped,I ride mostly in Sugarbush resort. One of the perks that Ikon pass advertise is friends and family deal which they say you can get 25% off of the lift...,3FFH52B1WE
ZFQCM1KS9H,2022-10-03,2022-11-20,shipped,"Ask for Fred to fit your ski boots here, and you're gonna have a great time!   It'd been decades since I last bought new skis.   Just got a full ski...",HRB8UTA3CY
OUOS2V0ILF,2022-10-19,2022-11-25,shipped,"I don''t normally write reviews for anything besides restaurants but this place needed to be recognized!

To be short and sweet by far the best in all...",I1Z7FB5JIA
ZB22XC5NN9,2022-10-26,2022-11-16,shipped,"Every member of the staff here is beyond nice, insanely knowledgeable and has the patience of a saint. I am new to snowboarding and I had so many questions...",C9GZDNE5R3
U4MCDQHO77,2022-10-17,2022-11-08,shipped,Wonderful service and skis.  Milo went above and beyond to help us and we're so grateful.,P3AI8086NI
7C16DMP4FL,2022-10-06,2022-11-17,shipped,"Every member of the staff here is beyond nice, insanely knowledgeable and has the patience of a saint. I am new to snowboarding and I had so many questions...",LREZ4WRBW8
OVYFAKH7US,2022-10-21,2022-10-20,shipped,If I could give 10 out of 5 that still is not enough for the great job Ski and Boot Lab has done for me!  I have been coming to see KC since he opened.  He...,YJ9DDH4M55
N6UWNKD1I9,2022-10-24,2022-10-07,shipped,I walked in and I walked right back out again because he wasn't wearing a mask and said he wasn't going to wear one inside. I don't care to support a...,WQIADI1S2N
V9SI1F9LSP,2022-10-17,2022-10-06,shipped,We had a terrific experience! Susie helped us select a great ski jacket for my boyfriend. I have been skiing for years but have never encountered a sales...,8VVZYNRJXL
HHFD1WZISD,2022-10-04,2022-10-30,shipped,,6GIMYV00DY
Q74BMZIYU9,2022-10-03,2022-11-02,shipped,"This is the best ski shop in Colorado- you guys rock; helpful, knowledgeable employees. Just off I 70 on the way to the mountains, so also very conveniently...",PZ765QZF5R
RU8C59CMP9,2022-10-17,2022-10-13,shipped,"Very knowledgeable and friendly staff. I am buying an ebike from them (Tern HSD). 
Parking is a little struggle but side streets work out.",IJC8432893
890U3Q2CYE,2022-10-12,2022-11-05,shipped,"Friendly, knowledgeable, wonderful customer service.

After the sad realization that I had somehow lost the entire toe strap on one of my snowboard bindings...",BYEQPQ224X
8MC4NDDQP0,2022-10-31,2022-11-18,shipped,Rented skis for an out of town friend. Shop was very friendly and knowledgeable and priced great. Love that you have ample time to rent them before you ski...,NLHQSFU6Z6
KCNL2SBVJD,2022-10-12,2022-11-21,shipped,"I LOVEEEEEE this store for many reasons. Obviously, I am a huge fan of Burton. I love their clothing for both daily wear and for snowboarding. They are one...",9UYPD26TOK
4VSVIVVP4K,2022-10-04,2022-10-19,shipped,,SCXHVIBQ2T
7WOZH7M4WE,2022-10-27,2022-10-13,shipped,"Great Ski Maintenance Shop

Came here for an edge and Wax for my snowboard and an edge, wax, and scratch full on some skis and they did great. Confluence...",IOG9UJC9C6
O89PGHGLJW,2022-10-28,2022-10-29,shipped,"Nick was phenomenal! Extremely friendly, knowledgeable, and most importantly, patient. Rookie bike purchasers, but Nick answered any and all questions for...",Q9SAQH36TO
2MCJ3ZRLO9,2022-10-05,2022-11-27,shipped,Came in with a flat and the Man inside was super chill and took the time out of his busy day to fix it up for me when he had a ton of work to do.  For sure...,6MTR9KFL6Q
QBI039DCS4,2022-10-01,2022-11-12,shipped,Dropped in not long after a huge 40% off sale hoping that I wasn't too late. While the sale was definitely over (no clearance rack in sight - due to the...,H1AZ7J5D6S
CLE9GYRFN1,2022-10-14,2022-11-21,shipped,SloHi helped us fix a used e-bike after all DIY efforts to troubleshoot failed. They stepped through options over the phone in an attempt to avoid the BIG...,HGZ2WWEUJI
TDSY2BAQ8Z,2022-10-05,2022-10-28,shipped,"During the pandemic, the turn-around for a derailleur adjustment was two weeks at a competing dealer. SloHi Bikes City Park will typically call/text me...",S9G4QGQG3Y
FK0LHNHMAM,2022-10-16,2022-11-04,shipped,"Absolutely stellar customer service. I got a new snowboard last season from their website, a Nitro. Rode it 4x before I noticed there were some raised bumps...",5ACRQC4EGV
J0V3G60TFT,2022-10-21,2022-11-04,shipped,"I recently lost the outer shells/chassis to my Apex boots and was stuck with no way to ski. I called Apex to see what my options were.

I was delighted...",QY6SFKB0N7
WAFF899HDH,2022-10-29,2022-11-24,shipped,I've rented from here three times and I'm pretty surprised to see such low ratings. I've always had a good experience here and found the staff to be well...,GZWCWEPGFP
62N2TTTDJ4,2022-10-09,2022-10-28,shipped,Great selection on boards and gear! From Never Summer to Santa Cruz! The Creature boards are the most creative boards I have seen but for the price I...,YJZ8OIQ719
WUKIOIM88F,2022-10-10,2022-11-02,shipped,"Top notch spot! Got some rental gear for a good price while I was visiting the area earlier in the year, recently visited again for help researching gravel...",3FFH52B1WE
DEQH1DYO30,2022-10-06,2022-11-09,shipped,"Awesome customer service! 
Shout out to Chase and Andy 
Made an old lady feel confident",KUWVAN3C98
I9VE0XZTKM,2022-10-22,2022-11-12,shipped,Came in for snowboard rentals for the next day. Jordan assisted me and was so patient and pleasant during the whole process. I needed to try multiple boots...,1IJQR1MEEG
ZMZ236BQEY,2022-10-04,2022-11-22,shipped,I normally drop off at their house (shop) and pick up a few days later. Great job and good price.,DS7RMVZCUK
FPZMOICRZ5,2022-10-26,2022-10-13,shipped,,5ZN67IIMH4
FN54QDAFHR,2022-10-29,2022-10-25,shipped,For whatever reason I always thought that this was the best location to have a shop in golden. I finally stopped by the other day chatted up Cassidy who is...,VB2Y4ZFHFU
PG4HX3P3YR,2022-10-03,2022-11-24,shipped,"Every member of the staff here is beyond nice, insanely knowledgeable and has the patience of a saint. I am new to snowboarding and I had so many questions...",R2E2N0B5GM
1YMP23VE3K,2022-10-28,2022-10-22,shipped,We had a factory tour with Laura today.  She was the most down to earth wonderful person ever!  She was full of product knowledge and really showed us how...,HCDEHNUXI3
XH4OZI81WL,2022-10-09,2022-10-15,shipped,"Came in looking for a set of used irons, and left with the best customer service experience in recent memory. Just happened to be driving by and figured I'd...",1U8Q97OEX8
B2TYQ5EREV,2022-10-16,2022-11-06,shipped,"Absolutely stellar customer service. I got a new snowboard last season from their website, a Nitro. Rode it 4x before I noticed there were some raised bumps...",2JSZURIWO8
WOWXEUJP0G,2022-10-14,2022-10-26,shipped,Luke at the Arvada store is the only reason why my wife and I drive all the way to Arvada to buy our snowboard gear. He's extremely knowledgeable of the...,R1E5MHP1AA
I4F4FLAZVC,2022-10-02,2022-11-29,shipped,"Bottom line, it pays to use a qualified ski bootfitter for footbeds and boot work.  About two years ago Lee made me footbeds and compared to the standard...",3Z59HLXYA1
HMWZ7G2O2M,2022-10-06,2022-11-24,shipped,These guys are amazing. I have been a customer for a long time. Their dedication to the local skate community is incredible. The staff and owner are really...,L5DX3SETO8
20I5E6U35H,2022-10-09,2022-10-21,shipped,Cute workers and great service. I rented my ski boots and poles from here. Not too expensive,FVOU2BLRQC
VNRN5CDRJP,2022-10-09,2022-10-23,shipped,"I haven't been in an old school board shop like this in twenty years. It was great. No skis or other fu-fu bullshit. Just skateboards, snowboards,...",5W6R9C8TPB
2KHAFPCIKB,2022-10-09,2022-11-27,shipped,"I don''t normally write reviews for anything besides restaurants but this place needed to be recognized!

To be short and sweet by far the best in all...",5K9DLBTA8W
2KCNK17IXU,2022-10-21,2022-11-12,shipped,,Z8P8A5SXDH
81TEV1KOUS,2022-10-19,2022-11-29,shipped,,TD5JO2Q0UU
PXT7W7Y9IE,2022-10-27,2022-11-16,shipped,,O23XQAFP5B
AX5BFKCJXS,2022-10-20,2022-11-02,shipped,,LTLUIII6SK
DFN06Y2R21,2022-10-25,2022-10-14,shipped,We have been using a local ski shop for years down county line road until we found this place.  Jerry helped my son buy boots and it was such an amazing...,8VVZYNRJXL
ZJ2X5DA3ZZ,2022-10-16,2022-10-14,shipped,"I recently got a board wax and my edges sharpened at Denver Bike and Ski Repair. My experience and the customer service was pleasant, and I got some good...",CFX172E55M
6846CIFK0L,2022-10-06,2022-11-26,shipped,For whatever reason I always thought that this was the best location to have a shop in golden. I finally stopped by the other day chatted up Cassidy who is...,CGPU7RPIYI
FLNPOI7R98,2022-10-09,2022-10-14,shipped,"Really really good, thorough, ski boot fitting. Seriously way improved from REI or Epic. I am super happy with the skis and boots I bought here. Knocking...",7084D3IRMY
X496ADIL17,2022-10-03,2022-10-03,shipped,I had family come into town wanting to rent skis. I recommend to my out of town family to come to our local neighborhood ski shop. We called a few days...,4G14CFFP3K
H5PBUO3MH0,2022-10-28,2022-10-14,shipped,"Nick was phenomenal! Extremely friendly, knowledgeable, and most importantly, patient. Rookie bike purchasers, but Nick answered any and all questions for...",U6GZ4QHCAP
75QM3JFJQO,2022-10-09,2022-11-23,shipped,"I was heading up to Breck for the weekend and needed new snow pants so I stopped into Epic on Arapahoe. I was short on time because I needed, but I came in...",YJ9DDH4M55
1DBQ6I8CHD,2022-10-26,2022-11-04,shipped,Overall had a great experience at Surefoot Denver! Jack was amazing and super knowledgeable! Staff answered all my questions and was really thorough in...,MQGS43S9JA
KCHFXIXLJ2,2022-10-04,2022-10-27,shipped,,XZFOZVPB0D
YNOLHSTQL8,2022-10-08,2022-11-11,shipped,These guys went above and beyond to help me out with an avalanche pack canister. So grateful I decided to give them a call. Also the shop is super cool and...,PIZ0NXCQ9C
Z4ZSZD7HKZ,2022-10-13,2022-10-12,shipped,"Came in looking for a set of used irons, and left with the best customer service experience in recent memory. Just happened to be driving by and figured I'd...",3TYYF5MFZH
AB3F71K3UW,2022-10-17,2022-11-07,shipped,"Haven't shopped much, in person, during our lovely pandemic, but really enjoyed my trip to REI in Littleton.  Social distancing, monitoring the store's...",F6NZMK503P
7JDZ2DB9DB,2022-10-27,2022-10-26,shipped,"Had to wait for 1.5 hours to get helped, when I did the guy went over everything I needed to get into a new pair of skis. Even though there was a waitlist...",KJ5IUXZD9T
WS2X83XWDK,2022-10-24,2022-10-16,shipped,I've rented from here three times and I'm pretty surprised to see such low ratings. I've always had a good experience here and found the staff to be well...,XZFOZVPB0D
HMMT7ZQI2P,2022-10-31,2022-10-23,shipped,,H05X8STE2N
9DW7L6WWVR,2022-10-13,2022-10-24,shipped,"Heath has tuned and waxed my board multiple times in the past year. These guys are great. They are fast, solid, responsive and have very competitive prices....",75KDXAVIX0
AKNZE9KLFB,2022-10-19,2022-10-02,shipped,"Unfortunately, not only have they evolved so much in the past years in a negative Way. I remember getting my first board here when I was 4 like yesterday. I...",7A8PN3SJ6Y
4U1PH71NAU,2022-10-26,2022-10-12,shipped,Unmatched service today at Christys. Kyle was a great educator to someone buying their first set of ski boots and helped me find the perfect pair. The rest...,0AC1GPGLZL
L6LG2608XQ,2022-10-18,2022-10-03,shipped,Came in here with my gf looking for some last minute gear for a skiing trip. Susie went above and beyond for us! Single handedly turned a problematic...,TX9ES3W16H
J80SVS4DR2,2022-10-22,2022-10-07,shipped,If I could give 10 out of 5 that still is not enough for the great job Ski and Boot Lab has done for me!  I have been coming to see KC since he opened.  He...,AO0YTU0GO3
DELS0PFTTD,2022-10-23,2022-10-12,shipped,,J613BXKUT1
6U4UWXA2KR,2022-10-20,2022-10-08,shipped,,EF9FXYL2IO
B3H5DS2OZ5,2022-10-01,2022-10-15,shipped,I've been super happy w my ski rentals this season. Im a new skier and at first I was renting on the mountain... my boots were always so old and...,9YNO1XLUA1
U4ES81E2K8,2022-10-18,2022-10-07,shipped,Dropped in not long after a huge 40% off sale hoping that I wasn't too late. While the sale was definitely over (no clearance rack in sight - due to the...,8L5A949VRJ
C753QCU20X,2022-10-26,2022-11-19,shipped,"Amazing staff, I visited over the summer and even though they were closing soon, they helped me find the skis and boots that were perfect for me for a great...",B27LES29AI
O1CU00WKSC,2022-10-28,2022-10-23,shipped,I normally drop off at their house (shop) and pick up a few days later. Great job and good price.,6THK94FG5B
7ZYEOWDD6G,2022-10-12,2022-10-18,shipped,We had a terrific experience! Susie helped us select a great ski jacket for my boyfriend. I have been skiing for years but have never encountered a sales...,2U96RST4AZ
1KJNYT5THM,2022-10-31,2022-10-17,shipped,They were gatekeeping assholes. I'm not a regular skier and came in asking for advice. They told me they weren't keen on doing me any favors and kicked me...,3Z59HLXYA1
OSRWS68A15,2022-10-23,2022-10-09,shipped,"Great selection of skate, surf, and snow gear. Very knowledgeable staff was helpful with me selecting my new surfskate. Wouldn't hesitate to purchase...",O2HZKQIN94
38GA7DK5RF,2022-10-13,2022-10-28,shipped,"Overall excellent work, fastest I've seen, and most reasonable prices.  I'm a back country/tree snowboarder so I regularly have core shots on my board, and...",5K9DLBTA8W
Y5QPTXLNCC,2022-10-27,2022-11-10,shipped,"Great little ski shop in Parker! I didn't even know it existed until a few days ago when I urgently needed to wax my skis, and everyone was taking at least...",HFD188HHXH
WAKN7XODHW,2022-10-11,2022-10-31,shipped,,UIYSUFHEIE
5R8CPDSQQW,2022-10-13,2022-11-11,shipped,"Took awhile to get to us despite a reservation, but when they did things went smoothly. Rental clothes weren't washed and smelled of mildew! The gloves were...",JEILBAQKWA
2VE4L2E1T4,2022-10-15,2022-11-07,shipped,Dropped in not long after a huge 40% off sale hoping that I wasn't too late. While the sale was definitely over (no clearance rack in sight - due to the...,6U48NF6UPU
S122HIY8WE,2022-10-02,2022-10-19,shipped,We have seen Apex Ski Boots in different magazines and decided to visit their demo center because our original flight out of Eagle got cancelled and had to...,QWH18TOWKI
37DNR8H5BU,2022-10-29,2022-11-03,shipped,Super nice  with a organic feel of a sk8 shop. Of course I had to stop in. I love the music ! Wall of vans on point !   Hip street with all kinds of amazing...,EY1KWPBJ5A
0OL2IXLJ7I,2022-10-29,2022-10-04,shipped,,LBTFYG9CBC
FHWXQINQ06,2022-10-25,2022-11-07,shipped,,6HH4NU3D1E
L9DGY554MP,2022-10-22,2022-11-03,shipped,"I haven't been in an old school board shop like this in twenty years. It was great. No skis or other fu-fu bullshit. Just skateboards, snowboards,...",CJVAP67JNJ
B21XAONJIJ,2022-10-21,2022-11-10,shipped,"My doctor referred me here, and Andrew was wonderful; knowledgeable, good listener. Worth every penny.",ZS1YPRTS6O
2OD95WSMC3,2022-10-18,2022-11-21,shipped,"I LOVEEEEEE this store for many reasons. Obviously, I am a huge fan of Burton. I love their clothing for both daily wear and for snowboarding. They are one...",U33EGQO9N4
5OUVPV9NQO,2022-10-05,2022-10-18,shipped,"Took awhile to get to us despite a reservation, but when they did things went smoothly. Rental clothes weren't washed and smelled of mildew! The gloves were...",QY6SFKB0N7
NU8WY1T5PZ,2022-10-31,2022-11-04,shipped,Rented skis for an out of town friend. Shop was very friendly and knowledgeable and priced great. Love that you have ample time to rent them before you ski...,VPCOA4FZUK
FPHIX35L9J,2022-10-05,2022-11-04,shipped,"Loved seeing how my skis were made! And over a beer was a nice bonus. 
He folks here are super knowledgeable and friendly. I love my boards - BNKs kill it!",4ACMEMAXYX
DFLB08C8RU,2022-10-11,2022-10-21,shipped,"Great company making amazing products. My experience customizing a pair of skis was excellent, Folsom took all the relevant information about my ski style...",MR7Y0JVNB8
UGJ1BX3OIY,2022-10-19,2022-11-05,shipped,Great shop. The staff is super helpful and efficient. Cassidy is extremely knowledgeable and attentive. He went above and beyond to ensure I had the right...,IOG9UJC9C6
VPZYFBDC46,2022-10-24,2022-11-14,shipped,Meier Skis are second to none. My QuickDraws seem to almost ski themselves and are by far the most responsive skis I have ever ridden. There is nothing on...,JEILBAQKWA
GSO4PER7NG,2022-10-25,2022-11-20,shipped,"If you're ever in Boulder,  this place is a must stop if you're interested in shoes,  clothes,  and skate boarding. With brands such as Nike sb,  vans, huf,...",A8195344SY
AGLQL8K0IW,2022-10-19,2022-10-22,shipped,"Brandon and Sam delivered our patio furniture today!  They arrived not only with our chairs in perfect condition but with huge smiles, amazing attitudes and...",YEMV9KV8Y9
UKW5PX07MB,2022-10-07,2022-10-19,shipped,"Absolutely stellar customer service. I got a new snowboard last season from their website, a Nitro. Rode it 4x before I noticed there were some raised bumps...",LKZCHPIS49
26Y6Z2ZDPL,2022-10-09,2022-10-20,shipped,The staff here seriously makes my day on every visit. Today I spent an hour running around Boulder looking for the simplest item for my skis and REI team...,P3AI8086NI
XPBICZEQDI,2022-10-25,2022-10-21,shipped,,IX7AZI8M7L
R9O4M1DESK,2022-10-21,2022-11-22,shipped,"I have been coming to this shop for years, customer service reps are super attentive and nice every time we shop here. My son bought some independent trucks...",LDL47MH5D5
X01MDXPF8B,2022-10-04,2022-11-11,shipped,,SO1HAALNLH
OD25EXHTYN,2022-10-25,2022-11-03,shipped,Had to wait over an hour and a half to get fitted for skis. They should tell people to come at staggered times not all at once when they're available. Don't...,VDCXBG6YOR
TRBG4KM734,2022-10-05,2022-11-03,shipped,These guys went above and beyond to help me out with an avalanche pack canister. So grateful I decided to give them a call. Also the shop is super cool and...,87NMX7OOI5
PJ0DZN6246,2022-10-01,2022-10-18,shipped,"I recently got a board wax and my edges sharpened at Denver Bike and Ski Repair. My experience and the customer service was pleasant, and I got some good...",QN0M6RW5QL
PGFHQW9I7V,2022-10-18,2022-10-12,shipped,Great staff and skis.  I don't know a lot about ski construction or terminology but after I explained how I ski and what I wanted to do they were able to...,YEMV9KV8Y9
2P8UVXL19M,2022-10-06,2022-10-30,shipped,These guys went above and beyond to help me out with an avalanche pack canister. So grateful I decided to give them a call. Also the shop is super cool and...,A25JTYC42E
2QZ6D3W2VD,2022-10-22,2022-10-17,shipped,I cannot believe how poor the customer service has become here. I have enjoyed many purchases over the years and have always had a pleasant experience. This...,RPSR5GHU1B
